species,latitude,longitude,date,month_name,source
Aedes caspius,41.583439,44.913159,10/6/2020,October,VectorMap_Mosquitoes
Aedes caspius,41.58508,44.920012,5/5/2021,May,VectorMap_Mosquitoes
Aedes caspius,41.581401,44.912293,5/5/2021,May,VectorMap_Mosquitoes
Aedes caspius,41.580973,44.90723,5/5/2021,May,VectorMap_Mosquitoes
Aedes caspius,41.583292,44.913136,5/7/2021,May,VectorMap_Mosquitoes
Aedes caspius,41.751476,45.009047,7/1/2021,July,VectorMap_Mosquitoes
Aedes caspius,43.11158,41.649266,7/28/2021,July,VectorMap_Mosquitoes
Aedes caspius,41.806127,44.774704,NA,NA,VectorMap_Mosquitoes
Aedes vexans,41.648434,42.088157,7/4/2017,July,GBIF
Aedes vexans,42.930984,41.102802,3/9/2018,March,GBIF
Aedes vexans,41.499874,44.500634,5/14/2018,May,GBIF
Aedes vexans,41.767433,45.773121,5/14/2018,May,GBIF
Aedes vexans,41.750998,45.008212,5/28/2019,May,VectorMap_Mosquitoes
Aedes vexans,41.753544,45.007344,5/28/2019,May,VectorMap_Mosquitoes
Aedes vexans,41.79882,44.917933,5/28/2019,May,VectorMap_Mosquitoes
Aedes vexans,41.783918,44.924662,5/28/2019,May,VectorMap_Mosquitoes
Aedes vexans,41.813411,44.962302,5/28/2019,May,VectorMap_Mosquitoes
Aedes vexans,41.752886,45.007924,6/16/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.750858,45.009122,6/17/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.583564,44.914185,6/23/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.581284,44.911713,6/23/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.583761,44.917876,6/23/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.687744,45.054772,6/30/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.623408,45.041997,6/30/2020,June,VectorMap_Mosquitoes
Aedes vexans,41.687744,45.054772,7/1/2020,July,VectorMap_Mosquitoes
Aedes vexans,41.673162,45.059357,7/1/2020,July,VectorMap_Mosquitoes
Aedes vexans,42.994945,41.633541,8/11/2020,August,VectorMap_Mosquitoes
Aedes vexans,41.750846,45.009226,9/29/2020,September,VectorMap_Mosquitoes
Aedes vexans,41.753836,45.007345,10/2/2020,October,VectorMap_Mosquitoes
Aedes vexans,41.585184,44.920039,10/6/2020,October,VectorMap_Mosquitoes
Aedes vexans,41.58508,44.920012,5/5/2021,May,VectorMap_Mosquitoes
Aedes vexans,41.580973,44.90723,5/5/2021,May,VectorMap_Mosquitoes
Aedes vexans,41.752864,45.007747,7/2/2021,July,VectorMap_Mosquitoes
Aedes vexans,42.995359,41.631872,7/14/2021,July,VectorMap_Mosquitoes
Aedes vexans,42.995295,41.635697,7/14/2021,July,VectorMap_Mosquitoes
Aedes vexans,43.111509,41.649299,7/16/2021,July,VectorMap_Mosquitoes
Aedes vexans,43.116232,41.653843,7/16/2021,July,VectorMap_Mosquitoes
Aedes vexans,43.107149,41.167678,2/17/2022,February,GBIF
Anopheles maculipennis,41.255075,44.798598,10/9/2017,October,GBIF
Anopheles maculipennis,41.772853,43.284716,10/10/2017,October,GBIF
Anopheles maculipennis,41.622753,43.067013,10/10/2017,October,GBIF
Anopheles maculipennis,41.688905,45.515076,10/11/2017,October,GBIF
Anopheles maculipennis,41.585162,44.919863,6/26/2020,June,VectorMap_Mosquitoes
Anopheles maculipennis,42.718796,42.233052,9/4/2020,September,VectorMap_Mosquitoes
Anopheles maculipennis,41.752913,45.007943,9/29/2020,September,VectorMap_Mosquitoes
Anopheles maculipennis,41.75073,45.00866,10/1/2020,October,VectorMap_Mosquitoes
Anopheles maculipennis,41.581811,44.910668,10/7/2020,October,VectorMap_Mosquitoes
Anopheles maculipennis,41.584314,44.917435,10/8/2020,October,VectorMap_Mosquitoes
Anopheles maculipennis,41.58508,44.920012,5/5/2021,May,VectorMap_Mosquitoes
Anopheles maculipennis,41.583254,44.913159,5/5/2021,May,VectorMap_Mosquitoes
Anopheles maculipennis,41.581805,44.910651,5/5/2021,May,VectorMap_Mosquitoes
Anopheles maculipennis,41.751261,45.008873,7/1/2021,July,VectorMap_Mosquitoes
Anopheles maculipennis,43.111509,41.649299,7/16/2021,July,VectorMap_Mosquitoes
Anopheles maculipennis,43.116232,41.653843,7/16/2021,July,VectorMap_Mosquitoes
Anopheles maculipennis,41.499874,44.500634,5/17/2023,May,GBIF
Anopheles maculipennis,41.767433,45.773121,5/17/2023,May,GBIF
Anopheles maculipennis,41.54343,43.329861,5/17/2023,May,GBIF
Anopheles plumbeus,41.767433,45.773121,11/17/2016,November,GBIF
Anopheles plumbeus,41.499874,44.500634,11/17/2016,November,GBIF
Anopheles plumbeus,43.107149,41.167678,11/17/2016,November,GBIF
Anopheles plumbeus,41.966948,42.15628,11/17/2016,November,GBIF
Anopheles plumbeus,42.179335,42.970747,11/17/2016,November,GBIF
Anopheles plumbeus,42.125615,44.019696,11/17/2016,November,GBIF
Anopheles plumbeus,41.54343,43.329861,11/17/2016,November,GBIF
Anopheles plumbeus,42.29763,44.752941,11/17/2016,November,GBIF
Anopheles plumbeus,41.717593,44.824596,11/17/2016,November,GBIF
Anopheles plumbeus,42.673345,43.142596,11/17/2016,November,GBIF
Anopheles plumbeus,42.69551,42.249841,11/17/2016,November,GBIF
Anopheles plumbeus,41.648434,42.088157,5/15/2018,May,GBIF
Anopheles plumbeus,41.752853,45.008263,5/28/2019,May,VectorMap_Mosquitoes
Anopheles plumbeus,41.753544,45.007344,5/29/2019,May,VectorMap_Mosquitoes
Anopheles plumbeus,41.752968,45.007932,6/19/2020,June,VectorMap_Mosquitoes
Anopheles plumbeus,42.712211,42.245164,9/3/2020,September,VectorMap_Mosquitoes
Anopheles plumbeus,41.753827,45.007355,9/29/2020,September,VectorMap_Mosquitoes
Anopheles plumbeus,41.91667,45.48333,9/21/2021,September,VectorMap_Mosquitoes
Anopheles sacharovi,41.499874,44.500634,7/1/2013,July,GBIF
Anopheles sacharovi,41.966948,42.15628,7/1/2013,July,GBIF
Anopheles sacharovi,42.673345,43.142596,7/1/2013,July,GBIF
Anopheles sacharovi,42.125615,44.019696,7/1/2013,July,GBIF
Anopheles sacharovi,41.767433,45.773121,7/1/2013,July,GBIF
Anopheles sacharovi,42.69551,42.249841,7/1/2013,July,GBIF
Anopheles sacharovi,41.648434,42.088157,7/1/2013,July,GBIF
Anopheles sacharovi,42.179335,42.970747,7/1/2013,July,GBIF
Anopheles sacharovi,42.29763,44.752941,7/1/2013,July,GBIF
Anopheles sacharovi,43.107149,41.167678,7/1/2013,July,GBIF
Anopheles sacharovi,41.54343,43.329861,7/1/2013,July,GBIF
Anopheles sacharovi,41.717593,44.824596,7/1/2013,July,GBIF
Anopheles sacharovi,41.583439,44.913159,10/6/2020,October,VectorMap_Mosquitoes
Anopheles sacharovi,41.582291,44.912475,10/9/2020,October,VectorMap_Mosquitoes
Anopheles sacharovi,41.4459,45.2158,NA,NA,GBIF
Culex pipiens,41.6324,41.6113,8/5/2014,August,GBIF
Culex pipiens,41.6272,41.6171,8/5/2014,August,GBIF
Culex pipiens,41.6342,41.6186,8/5/2014,August,GBIF
Culex pipiens,41.6002,41.6145,8/5/2014,August,GBIF
Culex pipiens,41.6245,41.6101,8/5/2014,August,GBIF
Culex pipiens,41.6342,41.6343,8/6/2014,August,GBIF
Culex pipiens,41.6382,41.6481,8/6/2014,August,GBIF
Culex pipiens,41.5989,41.6041,8/8/2014,August,GBIF
Culex pipiens,41.644,41.6522,8/10/2014,August,GBIF
Culex pipiens,41.6045,41.6307,8/10/2014,August,GBIF
Culex pipiens,41.6325,41.6381,8/13/2014,August,GBIF
Culex pipiens,41.6437,41.6442,8/14/2014,August,GBIF
Culex pipiens,42.69551,42.249841,7/12/2017,July,GBIF
Culex pipiens,41.648434,42.088157,7/12/2017,July,GBIF
Culex pipiens,42.179335,42.970747,7/12/2017,July,GBIF
Culex pipiens,41.499874,44.500634,7/12/2017,July,GBIF
Culex pipiens,41.717593,44.824596,7/12/2017,July,GBIF
Culex pipiens,41.33974,43.491862,10/9/2017,October,GBIF
Culex pipiens,41.816568,46.19151,10/11/2017,October,GBIF
Culex pipiens,41.708176,46.087447,10/11/2017,October,GBIF
Culex pipiens,43.178757,40.294086,2/9/2018,February,GBIF
Culex pipiens,43.32365,40.225651,2/9/2018,February,GBIF
Culex pipiens,43.152336,40.335236,2/9/2018,February,GBIF
Culex pipiens,42.930984,41.102802,3/9/2018,March,GBIF
Culex pipiens,42.631,41.751048,3/9/2018,March,GBIF
Culex pipiens,43.101753,40.635292,3/9/2018,March,GBIF
Culex pipiens,43.088917,40.818455,3/9/2018,March,GBIF
Culex pipiens,42.125615,44.019696,5/15/2018,May,GBIF
Culex pipiens,41.750998,45.008212,5/28/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.752172,45.0079,5/28/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.783918,44.924662,5/28/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.825273,44.820773,5/28/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.448108,44.588075,5/30/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.527151,44.775172,5/30/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.592783,44.940365,5/30/2019,May,VectorMap_Mosquitoes
Culex pipiens,41.806064,44.774873,10/5/2019,October,VectorMap_Mosquitoes
Culex pipiens,41.753592,45.007213,6/16/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.751216,45.009201,6/16/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.581333,44.911508,6/23/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.583267,44.91575,6/23/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.585199,44.919894,6/23/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.687744,45.054772,6/30/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.634062,45.048166,6/30/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.6731,45.059276,6/30/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.623408,45.041997,6/30/2020,June,VectorMap_Mosquitoes
Culex pipiens,41.687744,45.054772,7/1/2020,July,VectorMap_Mosquitoes
Culex pipiens,41.633818,45.048612,7/1/2020,July,VectorMap_Mosquitoes
Culex pipiens,41.673162,45.059357,7/1/2020,July,VectorMap_Mosquitoes
Culex pipiens,41.674052,45.056344,7/1/2020,July,VectorMap_Mosquitoes
Culex pipiens,41.629074,45.039058,7/1/2020,July,VectorMap_Mosquitoes
Culex pipiens,41.676209,45.062038,7/1/2020,July,VectorMap_Mosquitoes
Culex pipiens,42.994299,41.634159,8/11/2020,August,VectorMap_Mosquitoes
Culex pipiens,42.995307,41.631832,8/11/2020,August,VectorMap_Mosquitoes
Culex pipiens,43.116082,41.65393,8/12/2020,August,VectorMap_Mosquitoes
Culex pipiens,43.112344,41.649474,8/12/2020,August,VectorMap_Mosquitoes
Culex pipiens,42.714682,42.242519,9/1/2020,September,VectorMap_Mosquitoes
Culex pipiens,42.71801,42.232213,9/1/2020,September,VectorMap_Mosquitoes
Culex pipiens,42.716754,42.245614,9/1/2020,September,VectorMap_Mosquitoes
Culex pipiens,42.714806,42.231922,9/2/2020,September,VectorMap_Mosquitoes
Culex pipiens,42.716992,42.23481,9/3/2020,September,VectorMap_Mosquitoes
Culex pipiens,41.673673,45.060636,9/10/2020,September,VectorMap_Mosquitoes
Culex pipiens,41.677414,45.060121,9/10/2020,September,VectorMap_Mosquitoes
Culex pipiens,41.679596,45.055663,9/10/2020,September,VectorMap_Mosquitoes
Culex pipiens,43.107149,41.167678,9/21/2020,September,GBIF
Culex pipiens,41.750783,45.008546,9/29/2020,September,VectorMap_Mosquitoes
Culex pipiens,41.752913,45.007943,9/29/2020,September,VectorMap_Mosquitoes
Culex pipiens,41.75073,45.00866,10/1/2020,October,VectorMap_Mosquitoes
Culex pipiens,41.752897,45.007872,10/1/2020,October,VectorMap_Mosquitoes
Culex pipiens,41.584429,44.917583,10/6/2020,October,VectorMap_Mosquitoes
Culex pipiens,41.581467,44.912272,10/6/2020,October,VectorMap_Mosquitoes
Culex pipiens,41.583439,44.913159,10/6/2020,October,VectorMap_Mosquitoes
Culex pipiens,41.979417,44.115298,10/20/2020,October,VectorMap_Mosquitoes
Culex pipiens,41.58508,44.920012,5/5/2021,May,VectorMap_Mosquitoes
Culex pipiens,41.583254,44.913159,5/5/2021,May,VectorMap_Mosquitoes
Culex pipiens,41.581401,44.912293,5/5/2021,May,VectorMap_Mosquitoes
Culex pipiens,41.580973,44.90723,5/5/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.714403,42.242487,5/19/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.717917,42.232752,5/19/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.718872,42.245016,5/19/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.04291,42.246415,5/19/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.049246,42.251787,5/19/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.037938,42.24365,5/20/2021,May,VectorMap_Mosquitoes
Culex pipiens,42.036054,42.238942,6/1/2021,June,VectorMap_Mosquitoes
Culex pipiens,42.042903,42.246347,6/1/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.980549,44.116028,6/2/2021,June,VectorMap_Mosquitoes
Culex pipiens,42.004537,44.10533,6/2/2021,June,VectorMap_Mosquitoes
Culex pipiens,42.008107,44.098763,6/2/2021,June,VectorMap_Mosquitoes
Culex pipiens,42.012754,44.09589,6/2/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.603327,41.611394,6/16/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.574126,41.663653,6/16/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.638526,41.61981,6/16/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.575184,41.664695,6/17/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.675493,45.061016,6/29/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.666283,45.057255,6/29/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.672594,45.05693,6/30/2021,June,VectorMap_Mosquitoes
Culex pipiens,41.750883,45.009265,7/1/2021,July,VectorMap_Mosquitoes
Culex pipiens,41.752593,45.007878,7/1/2021,July,VectorMap_Mosquitoes
Culex pipiens,41.679707,45.05584,7/1/2021,July,VectorMap_Mosquitoes
Culex pipiens,41.666241,45.057261,7/1/2021,July,VectorMap_Mosquitoes
Culex pipiens,42.996333,41.634003,7/14/2021,July,VectorMap_Mosquitoes
Culex pipiens,42.995731,41.631152,7/14/2021,July,VectorMap_Mosquitoes
Culex pipiens,43.116223,41.653825,7/14/2021,July,VectorMap_Mosquitoes
Culex pipiens,43.111509,41.649299,7/16/2021,July,VectorMap_Mosquitoes
Culex pipiens,41.91667,45.48333,9/21/2021,September,VectorMap_Mosquitoes
Culex pipiens,41.767433,45.773121,5/17/2023,May,GBIF
Culex pipiens,41.54343,43.329861,5/17/2023,May,GBIF
Culex pipiens,41.684002,41.859802,NA,NA,GBIF
Culex pipiens,41.806127,44.774704,NA,NA,VectorMap_Mosquitoes
Culex theileri,41.54343,43.329861,5/15/2018,May,GBIF
Culex theileri,43.107149,41.167678,5/5/2020,May,GBIF
Culex theileri,41.581333,44.911508,6/23/2020,June,VectorMap_Mosquitoes
Culex theileri,41.583267,44.91575,6/23/2020,June,VectorMap_Mosquitoes
Culex theileri,41.585199,44.919894,6/23/2020,June,VectorMap_Mosquitoes
Culex theileri,41.634062,45.048166,6/30/2020,June,VectorMap_Mosquitoes
Culex theileri,41.623408,45.041997,6/30/2020,June,VectorMap_Mosquitoes
Culex theileri,41.687744,45.054772,7/1/2020,July,VectorMap_Mosquitoes
Culex theileri,41.633818,45.048612,7/1/2020,July,VectorMap_Mosquitoes
Culex theileri,41.676209,45.062038,7/1/2020,July,VectorMap_Mosquitoes
Culex theileri,42.994299,41.634159,8/11/2020,August,VectorMap_Mosquitoes
Culex theileri,43.115551,41.653985,8/12/2020,August,VectorMap_Mosquitoes
Culex theileri,43.112344,41.649474,8/12/2020,August,VectorMap_Mosquitoes
Culex theileri,42.71801,42.232213,9/1/2020,September,VectorMap_Mosquitoes
Culex theileri,41.679619,45.055699,9/17/2020,September,VectorMap_Mosquitoes
Culex theileri,41.584119,44.919082,10/6/2020,October,VectorMap_Mosquitoes
Culex theileri,41.581363,44.912291,10/7/2020,October,VectorMap_Mosquitoes
Culex theileri,41.603327,41.611394,6/16/2021,June,VectorMap_Mosquitoes
Culex theileri,41.638526,41.61981,6/16/2021,June,VectorMap_Mosquitoes
Culex theileri,43.116223,41.653825,7/14/2021,July,VectorMap_Mosquitoes
Culex theileri,43.111509,41.649299,7/16/2021,July,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.717593,44.824596,10/11/2016,October,GBIF
Culex tritaeniorhynchus,41.499874,44.500634,7/12/2017,July,GBIF
Culex tritaeniorhynchus,41.623408,45.041997,6/30/2020,June,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.677414,45.060121,9/10/2020,September,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.679619,45.055699,9/17/2020,September,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.75073,45.00866,10/1/2020,October,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.585184,44.920039,10/6/2020,October,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.583439,44.913159,10/6/2020,October,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.581836,44.910681,10/6/2020,October,VectorMap_Mosquitoes
Culex tritaeniorhynchus,41.4459,45.2158,NA,NA,GBIF
Culex tritaeniorhynchus,41.806127,44.774704,NA,NA,VectorMap_Mosquitoes
Culiseta annulata,41.717593,44.824596,6/29/2017,June,GBIF
Culiseta annulata,41.585155,44.919886,6/24/2020,June,VectorMap_Mosquitoes
Culiseta annulata,41.583423,44.914369,6/24/2020,June,VectorMap_Mosquitoes
Culiseta annulata,41.581187,44.909251,6/26/2020,June,VectorMap_Mosquitoes
Culiseta annulata,41.623408,45.041997,6/30/2020,June,VectorMap_Mosquitoes
Culiseta annulata,43.115551,41.653985,8/12/2020,August,VectorMap_Mosquitoes
Culiseta annulata,42.995015,41.633567,8/12/2020,August,VectorMap_Mosquitoes
Culiseta annulata,41.751286,45.008128,10/1/2020,October,VectorMap_Mosquitoes
Culiseta annulata,41.979417,44.115298,10/21/2020,October,VectorMap_Mosquitoes
Culiseta annulata,41.601698,41.613883,6/18/2021,June,VectorMap_Mosquitoes
Culiseta annulata,41.748352,44.647617,NA,NA,GBIF
Culiseta annulata,41.687756,44.857844,NA,NA,GBIF
Dermacentor marginatus,43.04311,41.66493,5/12/2009,May,VectorMap_Ticks
Dermacentor marginatus,43.02594,41.66404,5/13/2009,May,VectorMap_Ticks
Dermacentor marginatus,41.79193,42.0377,9/16/2009,September,VectorMap_Ticks
